attend,termgpa,priGPA,ACT,final,atndrte,hwrte,frosh,soph,skipped,tndfnl,randnum,id
24,2.38000011444092,2.67000007629395,25,21,75,75,1,0,8,-0.997899174690247,0.498962908983231,542
14,0.866999983787537,1.62999999523163,25,23,43.75,62.5,0,1,18,-0.577731072902679,0.785214483737946,543
30,2.5,2.65000009536743,20,24,93.75,100,1,0,2,-0.367647111415863,0.381459444761276,544
31,3.54999995231628,3.25,23,27,96.875,100,0,1,1,0.262605011463165,0.735025882720947,545
28,3.5,3.65000009536743,20,29,87.5,50,1,0,4,0.682773113250732,0.42010372877121,546
30,1.61000001430511,2.04999995231628,23,18,93.75,87.5,0,1,2,-1.6281510591507,0.856431722640991,547
27,2.69000005722046,2.16000008583069,23,25,84.375,100,0,1,5,-0.157563000917435,0.733228147029877,548
19,2.65000009536743,1.54999995231628,22,34,59.375,62.5,1,0,13,1.7331930398941,0.338101238012314,549
29,2.84999990463257,2.75,20,28,90.625,100,0,0,3,0.472689092159271,0.715411126613617,550
31,2.25,2.66000008583069,18,25,96.875,100,0,1,1,-0.157563000917435,0.329698324203491,551
28,2.96000003814697,2.79999995231628,23,32,87.5,100,0,0,4,1.31302499771118,0.22881007194519,552
29,3.64000010490418,3.07999992370605,17,31,90.625,100,0,1,3,1.10294103622437,0.454166859388351,553
27,2.63000011444092,2.14000010490417,20,21,84.375,75,0,1,5,-0.997899174690247,0.481817096471787,554
29,3.46000003814697,3.49000000953674,27,29,90.625,100,0,0,3,0.682773113250732,0.10104451328516,555
12,2,1.42999994754791,25,24,37.5,75,0,0,20,-0.367647111415863,0.278361856937408,556
28,2.5,2.4300000667572,19,23,87.5,100,1,0,4,-0.577731072902679,0.46915739774704,557
31,2.90000009536743,2.29999995231628,21,16,96.875,100,0,1,1,-2.04831910133362,0.24965837597847,558
25,2.28999996185303,2.35999989509583,18,23,78.125,62.5,0,1,7,-0.577731072902679,0.495928764343262,559
26,2.5,2.85999989509583,22,23,81.25,87.5,0,0,6,-0.577731072902679,0.277170896530151,560
30,2.82999992370605,2.79999995231628,24,25,93.75,100,0,1,2,-0.157563000917435,0.909486413002014,561
32,3.0699999332428,2.42000007629395,25,26,100,100,0,1,0,0.052521001547575,0.340588003396988,562
30,3.25,3.88000011444092,26,32,93.75,100,0,1,2,1.31302499771118,0.773732781410217,563
26,3.61999988555908,3.27999997138977,29,36,81.25,100,1,0,6,2.15336108207703,0.316557943820953,564
30,2.80999994277954,1.98000001907349,15,28,93.75,100,1,0,2,0.472689092159271,0.411428928375244,565
32,3,2.96000003814697,19,26,100,100,0,1,0,0.052521001547575,0.0793740972876549,566
29,2.69000005722046,2.85999989509583,27,25,90.625,100,0,1,3,-0.157563000917435,0.876923084259033,567
28,1.17999994754791,2.16000008583069,22,29,87.5,100,0,1,4,0.682773113250732,0.899128794670105,568
31,1.92999994754791,2.29999995231628,19,21,96.875,100,1,0,1,-0.997899174690247,0.843581080436707,569
15,0.922999978065491,1.48000001907349,22,19,46.875,12.5,1,0,17,-1.41806697845459,0.606099903583527,570
30,3.5,2.98000001907349,26,27,93.75,87.5,0,1,2,0.262605011463165,0.562845945358276,571
25,2.78999996185303,3.48000001907349,26,26,78.125,100,0,1,7,0.052521001547575,0.938283920288086,572
15,0.600000023841858,1.66999995708466,24,22,46.875,37.5,0,1,17,-0.78781521320343,0.682327449321747,573
28,2.79999995231628,3.91000008583069,26,29,87.5,100,1,0,4,0.682773113250732,0.838722229003906,574
28,2.5,2.25,19,22,87.5,87.5,0,0,4,-0.78781521320343,0.178989186882973,575
31,2.59999990463257,2.66000008583069,21,25,96.875,100,0,1,1,-0.157563000917435,0.459696263074875,576
27,2.32999992370605,3.0699999332428,28,28,84.375,62.5,0,1,5,0.472689092159271,0.533659934997559,577
30,3.64000010490418,2.5,20,32,93.75,100,0,1,2,1.31302499771118,0.088606171309948,578
31,2.78999996185303,2.67000007629395,17,21,96.875,100,1,0,1,-0.997899174690247,0.976677894592285,579
16,1.23000001907349,2.95000004768372,27,24,50,12.5,0,1,16,-0.367647111415863,0.827823519706726,580
30,2.65000009536743,2.5699999332428,18,25,93.75,100,0,1,2,-0.157563000917435,0.67110276222229,581
30,2.39000010490418,2.5,20,23,93.75,75,1,0,2,-0.577731072902679,0.342862993478775,582
30,2.63000011444092,2.53999996185303,25,26,93.75,100,1,0,2,0.052521001547575,0.990950882434845,583
28,3.07999992370605,2.17000007629395,21,26,87.5,87.5,1,0,4,0.052521001547575,0.845374882221222,584
30,1.94000005722046,2.66000008583069,23,20,93.75,100,1,0,2,-1.20798301696777,0.795320093631744,585
25,2.63000011444092,2.20000004768372,18,25,78.125,100,0,0,7,-0.157563000917435,0.447241961956024,586
30,3.03999996185303,3.35999989509583,20,23,93.75,100,0,1,2,-0.577731072902679,0.95056414604187,587
16,1.85000002384186,2.24000000953674,23,22,50,37.5,0,1,16,-0.78781521320343,0.93545800447464,588
27,2.9300000667572,2.02999997138977,24,28,84.375,37.5,0,1,5,0.472689092159271,0.610431015491486,589
24,2.92000007629395,3.09999990463257,22,24,75,100,0,1,8,-0.367647111415863,0.508991658687592,590
16,2.20000004768372,2,22,29,50,12.5,0,1,16,0.682773113250732,0.456191033124924,591
10,0.800000011920929,1.79999995231628,21,17,31.25,12.5,0,1,22,-1.83823502063751,0.148472562432289,592
28,2.25,2.51999998092651,20,24,87.5,75,0,0,4,-0.367647111415863,0.929695665836334,593
30,3.47000002861023,2.97000002861023,30,35,93.75,100,0,1,2,1.94327700138092,0.494278311729431,594
11,2.04999995231628,2.26999998092651,20,22,34.375,75,1,0,21,-0.78781521320343,0.593244254589081,595
27,3.42000007629395,3.13000011444092,25,24,84.375,87.5,1,0,5,-0.367647111415863,0.615050315856934,596
27,2.10999989509583,2.16000008583069,25,31,84.375,87.5,0,0,5,1.10294103622437,0.397767663002014,597
20,2.47000002861023,2.05999994277954,20,27,62.5,87.5,1,0,12,0.262605011463165,0.0905298218131065,598
18,1.13999998569489,2.10999989509583,20,18,56.25,37.5,0,1,14,-1.6281510591507,0.141976162791252,599
10,0.625,2.00999999046326,22,24,31.25,50,0,1,22,-0.367647111415863,0.614132881164551,600
27,3.21000003814697,3.24000000953674,27,22,84.375,100,0,1,5,-0.78781521320343,0.464977979660034,601
31,3.76999998092651,3.52999997138977,23,28,96.875,100,0,1,1,0.472689092159271,0.334681630134583,602
32,2.85999989509583,2.41000008583069,17,29,100,100,0,1,0,0.682773113250732,0.160062998533249,603
30,3.26999998092651,2.61999988555908,24,28,93.75,100,0,1,2,0.472689092159271,0.659838974475861,604
31,2.78999996185303,3.13000011444092,25,31,96.875,100,0,0,1,1.10294103622437,0.499876648187637,605
32,3.26999998092651,2.95000004768372,22,30,100,100,0,1,0,0.892857074737549,0.0629427954554558,606
28,2.74000000953674,2.95000004768372,22,26,87.5,87.5,0,0,4,0.052521001547575,0.714401602745056,607
29,3.89000010490418,3.66000008583069,27,28,90.625,100,0,1,3,0.472689092159271,0.287497103214264,608
17,2.0699999332428,2.04999995231628,23,24,53.125,62.5,1,0,15,-0.367647111415863,0.226272940635681,609
26,3.88000011444092,3.07999992370605,27,36,81.25,100,0,0,6,2.15336108207703,0.435541719198227,610
18,2.80999994277954,2.27999997138977,22,24,56.25,87.5,0,1,14,-0.367647111415863,0.576373040676117,611
28,2.53999996185303,2.39000010490418,19,22,87.5,100,1,0,4,-0.78781521320343,0.915979266166687,612
32,3.75,2.55999994277954,20,29,100,100,1,0,0,0.682773113250732,0.816155195236206,613
31,1.75,2.21000003814697,20,23,96.875,100,0,0,1,-0.577731072902679,0.889150679111481,614
18,2.79999995231628,2.85999989509583,26,25,56.25,75,0,1,14,-0.157563000917435,0.874944090843201,615
24,3.36999988555908,2.95000004768372,26,28,75,75,0,1,8,0.472689092159271,0.0522350966930389,616
30,3.25,3,21,27,93.75,100,1,0,2,0.262605011463165,0.347669780254364,617
31,3.70000004768372,3.41000008583069,28,34,96.875,100,0,1,1,1.7331930398941,0.275814920663834,618
32,3.03999996185303,3,21,28,100,100,0,1,0,0.472689092159271,0.172422647476196,619
26,1.76999998092651,1.37999999523163,21,21,81.25,100,1,0,6,-0.997899174690247,0.449370741844177,620
21,1.87999999523163,2.26999998092651,27,20,65.625,37.5,1,0,11,-1.20798301696777,0.362486958503723,621
25,2.39000010490418,2.42000007629395,28,23,78.125,62.5,1,0,7,-0.577731072902679,0.491182684898377,622
29,2.42000007629395,3.00999999046326,24,26,90.625,100,0,0,3,0.052521001547575,0.199103489518166,623
16,0.462000012397766,1.95000004768372,19,22,50,62.5,0,0,16,-0.78781521320343,0.582662642002106,624
31,3.10999989509583,2.82999992370605,24,25,96.875,100,0,1,1,-0.157563000917435,0.117417424917221,625
24,2.88000011444092,3.04999995231628,20,31,75,87.5,0,1,8,1.10294103622437,0.168572828173637,626
18,2.09999990463257,2.50999999046326,22,21,56.25,50,0,0,14,-0.997899174690247,0.114445142447948,627
29,1.76999998092651,1.94000005722046,20,26,90.625,100,0,1,3,0.052521001547575,0.800730586051941,628
23,3.34999990463257,3.5,28,26,71.875,87.5,0,1,9,0.052521001547575,0.678956031799316,629
19,1.25,2.1800000667572,23,22,59.375,37.5,0,0,13,-0.78781521320343,0.812430679798126,630
31,3.1800000667572,2.48000001907349,21,27,96.875,100,0,0,1,0.262605011463165,0.384802967309952,631
18,3.10999989509583,3.32999992370605,27,32,56.25,37.5,0,1,14,1.31302499771118,0.226574182510376,632
27,3,2.82999992370605,26,27,84.375,100,0,0,5,0.262605011463165,0.32217863202095,633
26,2.65000009536743,2.65000009536743,22,27,81.25,87.5,0,1,6,0.262605011463165,0.603035151958466,634
31,2.04999995231628,2.5,15,16,96.875,100,0,1,1,-2.04831910133362,0.510208070278168,635
31,3.76999998092651,3.77999997138977,25,34,96.875,100,0,1,1,1.7331930398941,0.615185141563416,636
32,3.5699999332428,3.53999996185303,19,26,100,100,0,1,0,0.052521001547575,0.634401500225067,637
29,2.97000002861023,3.0699999332428,27,25,90.625,87.5,0,1,3,-0.157563000917435,0.23168320953846,638
30,3.26999998092651,3.72000002861023,28,30,93.75,87.5,0,1,2,0.892857074737549,0.654089570045471,639
23,2.46000003814697,2.48000001907349,24,28,71.875,100,0,0,9,0.472689092159271,0.352822214365006,640
26,2.75,3.09999990463257,24,26,81.25,100,0,0,6,0.052521001547575,0.256957203149796,641
31,3.4300000667572,3.5,23,26,96.875,100,0,1,1,0.052521001547575,0.786481201648712,642
24,2.73000001907349,1.96000003814697,22,22,75,100,0,1,8,-0.78781521320343,0.754656553268433,643
19,0.850000023841858,1.8400000333786,18,26,59.375,50,0,0,13,0.052521001547575,0.946278870105743,644
31,2.60999989509583,2.73000001907349,27,23,96.875,87.5,0,1,1,-0.577731072902679,0.120382390916348,645
29,3.41000008583069,3.48000001907349,27,26,90.625,100,0,1,3,0.052521001547575,0.225182756781578,646
25,1,2.30999994277954,18,22,78.125,100,0,1,7,-0.78781521320343,0.227413982152939,647
32,2.69000005722046,2.38000011444092,19,19,100,100,0,1,0,-1.41806697845459,0.808340787887573,648
32,3.66000008583069,3.60999989509583,22,30,100,100,0,1,0,0.892857074737549,0.604514122009277,649
28,3.17000007629395,3.01999998092651,24,27,87.5,100,0,1,4,0.262605011463165,0.93737131357193,650
14,1.79999995231628,1.19000005722046,24,29,43.75,62.5,1,0,18,0.682773113250732,0.620959520339966,651
